Census Tract Id (Geoid),Total Population,Percent White,Percent Hispanic,Percent Forest Cover,Trees Per Capita,Public School Ratio,Schools Per Capita
12081002025,5761,78.3,1.9,0.03,0.008407848937740128,1.0,0.0003471619510501649
12009064102,5760,89.8,1.1,3.89,0.9110084353214284,1.0,0.00017361111111111112
12115002726,5760,84.7,0.8,15.46,237.4396323764213,,0.0
12005002609,5760,74.1,1.5,3.95,1.1745001058451647,,0.0
12095016716,5759,57.6,2.4,0.2,0.04205384418329647,0.25,0.0006945650286508074
12109020803,5759,83.7,0.5,32.76,8.060320135131823,0.0,0.00017364125716270185
12057011204,5756,69.5,0.7,2.16,0.2777000321578507,0.0,0.00034746351633078526
12019030103,5753,86.9,1.6,28.07,21.624187068319273,0.5,0.0003476447071093343
12095012404,5753,12.1,0.2,4.22,0.23574714000503813,0.0,0.00017382235355466714
12011070311,5753,56.6,1.9,0.0,0.0,1.0,0.00017382235355466714
12021010424,5751,76.7,0.2,0.3,0.2835564476185248,,0.0
12011020314,5751,41.4,1.5,0.0,0.0,0.5,0.0010432968179447052
12053040101,5748,86.3,0.5,32.11,116.54634639577496,0.0,0.00017397355601948505
12095018700,5748,28.9,0.1,1.87,0.5617909734437587,0.875,0.0013917884481558804
12071010207,5748,72.4,0.3,0.0,0.0,1.0,0.00017397355601948505
12031010107,5747,79.0,0.1,30.0,82.96848946185465,,0.0
12095016747,5746,70.2,0.6,0.52,0.07867811210401349,,0.0
12057011804,5745,34.6,0.0,0.0,0.0,1.0,0.00034812880765883376
12095012201,5745,13.6,0.5,0.86,0.0618292770564003,0.5,0.0006962576153176675
12095014302,5743,27.5,1.0,0.37,0.02530260372470183,0.3333333333333333,0.0005223750652968832
12095017600,5742,17.8,0.2,5.78,0.9672901717885974,0.5,0.00034831069313827936
12086009812,5741,45.1,0.8,1.73,0.06187235615555125,,0.0
12085001703,5738,79.2,0.3,0.1,0.25043266980356443,1.0,0.0003485535029627048
12111382007,5737,66.4,0.0,0.0,0.0,1.0,0.0001743071291615827
12001000400,5736,51.5,4.4,16.04,3.0146843671067907,0.875,0.001394700139470014
12095014706,5735,34.2,2.4,2.66,0.20833383970030483,0.0,0.0001743679163034002
12011110307,5734,55.2,0.1,0.0,0.0,1.0,0.00017439832577607255
12083002504,5730,61.0,0.4,13.15,6.878198073281749,0.0,0.00017452006980802793
12086009312,5730,44.2,0.2,0.0,0.0,0.2727272727272727,0.0019197207678883072
12091021801,5722,72.4,0.9,2.84,0.2539546543008784,,0.0
12009063108,5721,76.1,0.4,1.95,0.38382077791316427,,0.0
12095016510,5721,67.3,0.0,0.13,0.008466634806908036,,0.0
12011010701,5720,22.1,4.9,0.3,0.022581639967515558,,0.0
12109021002,5719,57.3,0.1,14.36,2.484414734667038,1.0,0.00017485574401119076
12101033005,5719,88.5,1.8,18.35,4.3985433597855055,,0.0
12011050800,5719,5.4,0.5,0.0,0.0,0.5,0.0010491344640671447
12001001515,5719,55.0,1.1,3.89,0.18915430366214947,,0.0
12011060606,5715,34.8,0.0,0.0,0.0,0.0,0.00034995625546806647
12099005821,5714,52.0,0.2,2.85,0.4549327064859212,1.0,0.0005250262513125656
12086013600,5710,25.7,0.0,0.0,0.0,0.6666666666666666,0.0010507880910683013
12069030601,5709,84.6,0.1,9.23,1.7138551027368745,1.0,0.00017516202487300754
12031014428,5708,58.3,0.0,0.83,0.1018310113461546,,0.0
12009071350,5708,61.8,0.8,0.0,0.0,1.0,0.000350385423966363
12073001804,5707,24.6,0.7,32.9,15.6847235965714,0.75,0.0007008936393902226
12071010308,5705,78.9,0.2,0.0,0.0,,0.0
12011070205,5704,66.4,0.4,0.37,0.0990717987705254,0.3333333333333333,0.0005259467040673212
12099007302,5704,68.3,0.9,0.0,0.0,0.0,0.0003506311360448808
12109021208,5703,92.3,0.7,31.15,12.043580912080484,1.0,0.0003506926179203928
12099007914,5700,68.6,0.1,0.0,0.0,1.0,0.00017543859649122806
12015030201,5699,94.5,0.4,0.03,0.008499318780544109,0.0,0.00017546938059308652
12091021001,5695,78.5,2.6,6.54,1.2077509600887735,,0.0
12083001700,5694,27.7,0.0,9.55,1.2845241091110733,0.5,0.00035124692658939234
12073001702,5693,68.6,0.5,16.5,3.227472860068221,0.0,0.0003513086246267346
12086011104,5691,24.8,9.4,0.0,0.0,0.6666666666666666,0.0015814443858724301
12057011520,5689,79.1,0.1,0.55,0.06811406958034223,,0.0
12035060212,5687,68.6,0.5,3.0,0.633115805278797,0.6666666666666666,0.0005275189027606822
12019030704,5686,77.3,0.1,9.98,1.6270814256931563,,0.0
12086009028,5686,44.8,0.0,0.0,0.0,,0.0
12009062900,5685,57.2,0.2,0.97,0.29252856207698913,0.5,0.0007036059806508355
12103024002,5685,80.9,2.1,0.0,0.0,0.0,0.00017590149516270889
12117021312,5683,64.1,1.3,4.71,0.5540111125234659,0.3333333333333333,0.0005278901988386416
12099000304,5681,61.6,1.0,0.0,0.0,1.0,0.0001760253476500616
12086000215,5680,4.9,0.0,5.95,0.19045307440912548,1.0,0.00017605633802816902
12086011409,5679,31.1,0.0,0.55,0.07107709357621775,0.75,0.0007043493572812115
12127090702,5679,47.8,0.4,11.38,2.678184885951885,1.0,0.00017608733932030288
12099006012,5678,54.6,0.8,0.0,0.0,,0.0
12011070103,5678,41.3,0.0,0.0,0.0,,0.0
12086000213,5677,23.4,1.5,0.0,0.0,1.0,0.00017614937466971993
12011020501,5677,23.2,0.8,0.0,0.0,,0.0
12069030306,5675,91.6,0.0,6.52,2.7711153990797377,,0.0
12099000805,5674,74.2,1.7,0.0,0.0,0.5,0.00035248501938667606
12127082503,5673,84.1,2.2,7.32,1.4315836252630236,1.0,0.00017627357659086903
12011030803,5673,55.0,0.4,0.0,0.0,0.5,0.00035254715318173806
12031015001,5671,50.8,0.6,1.08,0.14235472206642236,1.0,0.0007053429730206313
12057011713,5671,48.2,0.9,1.7,0.07402445547453963,,0.0
12009063106,5669,82.0,0.8,0.0,0.0,,0.0
12091021002,5668,75.8,1.4,6.01,0.8175485937780576,,0.0
12011110600,5667,65.7,0.5,0.77,0.2450229471682604,0.0,0.0001764602082230457
12033001001,5666,95.2,1.3,8.59,1.5530357490895914,1.0,0.00017649135192375574
12035060206,5664,90.6,1.6,35.3,770.078874868028,0.0,0.00017655367231638418
12023110901,5663,84.9,1.5,31.5,186.62838197606357,,0.0
12127091031,5663,60.6,0.1,22.32,8.593265044392671,1.0,0.0001765848490199541
12099005918,5660,67.0,1.3,0.02,0.002852627663740923,0.6666666666666666,0.0005300353356890459
12086000220,5659,10.6,0.1,0.0,0.0,0.3333333333333333,0.0005301289980561937
12086013500,5658,38.8,0.0,0.0,0.0,,0.0
12119980100,5658,47.3,2.3,33.59,6.289413778580606,,0.0
12057010401,5657,42.3,0.4,8.74,0.687847850627973,,0.0
12097040811,5657,53.1,2.9,2.09,1.3585708585017227,1.0,0.00017677214071062401
12011070104,5656,35.6,6.9,0.17,0.025691805726832145,0.3333333333333333,0.0005304101838755304
12071010418,5655,76.3,0.8,0.0,0.0,,0.0
12086015400,5655,46.9,0.5,0.0,0.0,0.5,0.00035366931918656057
12095017020,5654,52.0,1.1,0.22,0.019989584017936924,,0.0
12129010209,5653,78.5,0.8,70.19,260.7531287628778,1.0,0.0003537944454272068
12099003600,5652,80.8,0.3,0.0,0.0,1.0,0.00017692852087756547
12069031323,5652,82.1,0.9,3.43,0.5941863934835304,,0.0
12057012600,5649,54.2,0.6,2.96,0.4630255545118299,1.0,0.0008851124092759781
12009071700,5649,90.5,0.3,0.26,0.04287273652887314,,0.0
12086008305,5649,49.0,0.0,0.0,0.0,,0.0
12071010205,5648,67.2,1.8,0.09,0.02286950789911278,1.0,0.0003541076487252125
12117020202,5647,24.5,0.5,2.2,0.2315947722186406,1.0,0.0003541703559412077
12086006302,5644,40.7,0.6,0.0,0.0,0.0,0.00017717930545712261
12055960602,5644,82.2,0.8,6.16,3.5901966838857016,,0.0
